IDN4,obec,IDN2,nationality_majority,SK-2021-rate,HU-2021-rate,RMY-2021-rate,RUE-2021-rate,obec_code,víťaz,Korčok,Pellegrini
511773,Praha,6,SK,93.3%,4.0%,0.0%,0.0%,511773.0,Korčok,0.0,0.0
511781,Prša - Perse,6,HU,19.5%,78.4%,0.0%,0.0%,511781.0,Korčok,0.0,0.0
511790,Radzovce - Ragyolc,6,HU,30.2%,66.9%,1.2%,0.0%,511790.0,Pellegrini,16.67,83.33
511803,Rapovce - Rapp,6,SK,62.8%,30.2%,0.5%,0.0%,511803.0,Pellegrini,0.0,100.0
511811,Ratka,6,SK,86.9%,5.5%,0.0%,0.0%,511811.0,Korčok,0.0,0.0
511820,Rovňany,6,SK,94.7%,0.0%,0.4%,0.0%,511820.0,Korčok,0.0,0.0
511838,Ružiná,6,SK,97.0%,0.5%,0.0%,0.0%,511838.0,Korčok,0.0,0.0
511846,Stará Halič,6,SK,90.6%,0.8%,0.0%,0.0%,511846.0,Pellegrini,0.0,100.0
511854,Šávoľ - Füleksávoly,6,HU,21.6%,55.3%,17.2%,0.0%,511854.0,Korčok,0.0,0.0
511862,Šiatorská Bukovinka,6,SK,89.3%,8.0%,0.0%,0.0%,511862.0,Korčok,0.0,0.0
511871,Šíd - Gömörsid,6,HU,14.4%,49.7%,23.7%,0.0%,511871.0,Korčok,100.0,0.0
511889,Šoltýska,6,SK,91.9%,0.0%,0.0%,0.0%,511889.0,Korčok,0.0,0.0
511897,Šurice - Sőreg,6,HU,21.7%,77.5%,0.2%,0.0%,511897.0,Korčok,0.0,0.0
511901,Točnica,6,SK,95.6%,0.3%,1.8%,0.0%,511901.0,Korčok,100.0,0.0
511919,Tomášovce (LC),6,SK,95.9%,1.5%,0.1%,0.0%,511919.0,Pellegrini,0.0,100.0
511927,Trebeľovce,6,SK,81.0%,14.8%,0.1%,0.0%,511927.0,Pellegrini,0.0,100.0
511943,Tuhár,6,SK,97.3%,0.0%,0.0%,0.0%,511943.0,Korčok,0.0,0.0
511978,Uhorské,6,SK,96.1%,0.8%,0.0%,0.0%,511978.0,Korčok,0.0,0.0
511994,Veľká nad Ipľom - Vilke,6,SK,61.6%,29.9%,0.2%,0.0%,511994.0,Pellegrini,0.0,100.0
512001,Veľká Ves,6,SK,96.0%,0.2%,0.0%,0.0%,512001.0,Korčok,0.0,0.0
512010,Veľké Dravce - Nagydaróc,6,HU,29.8%,48.7%,14.9%,0.0%,512010.0,Korčok,0.0,0.0
512036,Martin,5,SK,92.4%,0.2%,0.1%,0.1%,512036.0,Pellegrini,10.53,89.47
512044,Abramová,5,SK,83.1%,0.0%,0.0%,0.0%,512044.0,Korčok,0.0,0.0
512052,Belá-Dulice,5,SK,97.3%,0.0%,0.0%,0.1%,512052.0,Pellegrini,0.0,100.0
512061,Benice,5,SK,98.9%,0.0%,0.0%,0.0%,512061.0,Pellegrini,0.0,100.0
512079,Blatnica,5,SK,97.0%,0.3%,0.0%,0.2%,512079.0,Korčok,50.0,50.0
512087,Blažovce,5,SK,97.5%,0.0%,0.0%,0.0%,512087.0,Korčok,0.0,0.0
512095,Bodorová,5,SK,96.7%,0.0%,0.0%,0.0%,512095.0,Pellegrini,0.0,100.0
512109,Borcová,5,SK,100.0%,0.0%,0.0%,0.0%,512109.0,Korčok,0.0,0.0
512117,Brieštie,5,SK,95.6%,0.0%,0.0%,0.7%,512117.0,Korčok,0.0,0.0
512125,Budiš,5,SK,97.4%,0.0%,0.0%,0.0%,512125.0,Korčok,0.0,0.0
512133,Bystrička,5,SK,96.7%,0.1%,0.0%,0.1%,512133.0,Pellegrini,25.0,75.0
512141,Čremošné,5,SK,96.2%,1.3%,0.0%,0.0%,512141.0,Korčok,0.0,0.0
512150,Ďanová,5,SK,97.7%,0.5%,0.2%,0.0%,512150.0,Korčok,0.0,0.0
512168,Diaková,5,SK,96.7%,0.0%,0.0%,0.0%,512168.0,Pellegrini,0.0,100.0
512206,Dolný Kalník,5,SK,98.0%,0.0%,0.0%,0.0%,512206.0,Pellegrini,0.0,100.0
512214,Dražkovce,5,SK,95.0%,0.1%,0.1%,0.0%,512214.0,Pellegrini,10.0,90.0
512222,Dubové (TR),5,SK,97.1%,0.1%,0.0%,0.0%,512222.0,Pellegrini,0.0,100.0
512257,Folkušová,5,SK,97.3%,0.0%,0.0%,0.0%,512257.0,Korčok,0.0,0.0
512265,Háj (TR),5,SK,98.3%,0.0%,0.0%,0.0%,512265.0,Korčok,0.0,0.0
512273,Horná Štubňa,5,SK,93.1%,0.1%,0.3%,0.0%,512273.0,Korčok,66.67,33.33
512290,Horný Kalník,5,SK,99.5%,0.0%,0.0%,0.0%,512290.0,Pellegrini,0.0,100.0
512303,Ivančiná,5,SK,94.4%,1.1%,0.0%,0.0%,512303.0,Korčok,0.0,0.0
512311,Jasenovo,5,SK,95.9%,0.0%,0.0%,0.0%,512311.0,Pellegrini,0.0,100.0
512320,Jazernica,5,SK,93.5%,0.0%,0.0%,0.0%,512320.0,Korčok,0.0,0.0
512338,Kaľamenová,5,SK,98.8%,0.0%,0.0%,0.0%,512338.0,Korčok,0.0,0.0
512346,Karlová,5,SK,100.0%,0.0%,0.0%,0.0%,512346.0,Korčok,0.0,0.0
512354,Kláštor pod Znievom,5,SK,95.8%,0.2%,0.2%,0.0%,512354.0,Pellegrini,25.0,75.0
512371,Košťany nad Turcom,5,SK,94.8%,0.1%,0.1%,0.1%,512371.0,Korčok,50.0,50.0
512389,Krpeľany,5,SK,98.3%,0.0%,0.0%,0.0%,512389.0,Korčok,50.0,50.0
512397,Laskár,5,SK,96.7%,0.0%,0.0%,0.0%,512397.0,Korčok,0.0,0.0
512419,Ležiachov,5,SK,99.4%,0.0%,0.0%,0.0%,512419.0,Korčok,0.0,0.0
512427,Liešno,5,SK,100.0%,0.0%,0.0%,0.0%,512427.0,Korčok,0.0,0.0
512435,Lipovec (MT),5,SK,95.2%,0.0%,0.0%,0.0%,512435.0,Korčok,50.0,50.0
512443,Malý Čepčín,5,SK,98.9%,0.2%,0.0%,0.0%,512443.0,Korčok,100.0,0.0
512451,Moškovec,5,SK,98.6%,0.0%,0.0%,0.0%,512451.0,Korčok,0.0,0.0
512460,Mošovce,5,SK,97.3%,0.1%,0.0%,0.1%,512460.0,Pellegrini,0.0,100.0
512478,Necpaly,5,SK,96.0%,0.0%,0.0%,0.0%,512478.0,Pellegrini,0.0,100.0
512486,Nolčovo,5,SK,96.1%,0.4%,0.0%,0.0%,512486.0,Pellegrini,0.0,100.0
512494,Ondrašová,5,SK,89.1%,0.0%,0.0%,0.0%,512494.0,Korčok,0.0,0.0
512508,Podhradie (MT),5,SK,98.2%,0.1%,0.0%,0.0%,512508.0,Korčok,100.0,0.0
512524,Príbovce,5,SK,94.7%,0.1%,0.0%,0.0%,512524.0,Pellegrini,0.0,100.0
512541,Rakovo,5,SK,96.9%,0.0%,0.0%,0.0%,512541.0,Korčok,0.0,0.0
512559,Rakša,5,SK,99.5%,0.0%,0.0%,0.0%,512559.0,Pellegrini,0.0,100.0
512567,Ratkovo,5,SK,99.0%,0.5%,0.0%,0.0%,512567.0,Korčok,0.0,0.0
512575,Rudno,5,SK,98.0%,0.0%,0.0%,0.0%,512575.0,Korčok,0.0,0.0
512583,Sklabiňa,5,SK,93.8%,0.0%,0.0%,0.2%,512583.0,Pellegrini,0.0,100.0
512591,Sklabinský Podzámok,5,SK,98.3%,0.0%,0.0%,0.0%,512591.0,Pellegrini,0.0,100.0
512605,Sklené,5,SK,95.2%,0.0%,0.0%,0.0%,512605.0,Pellegrini,33.33,66.67
512613,Slovany,5,SK,97.3%,0.0%,0.0%,0.0%,512613.0,Pellegrini,0.0,100.0
512621,Slovenské Pravno,5,SK,99.2%,0.0%,0.0%,0.0%,512621.0,Pellegrini,25.0,75.0
512630,Socovce,5,SK,95.4%,0.0%,0.4%,0.0%,512630.0,Korčok,0.0,0.0
512648,Sučany,5,SK,94.8%,0.1%,0.2%,0.0%,512648.0,Pellegrini,27.27,72.73
512656,Šútovo,5,SK,99.2%,0.0%,0.0%,0.0%,512656.0,Pellegrini,0.0,100.0
512664,Trebostovo,5,SK,98.7%,0.0%,0.0%,0.2%,512664.0,Korčok,0.0,0.0
512672,Trnovo,5,SK,95.0%,0.0%,0.0%,0.0%,512672.0,Pellegrini,0.0,100.0
512681,Turany,5,SK,93.6%,0.1%,0.0%,0.0%,512681.0,Pellegrini,14.29,85.71
512699,Turček,5,SK,90.8%,0.0%,0.2%,0.0%,512699.0,Korčok,0.0,0.0
512702,Turčianska Štiavnička,5,SK,97.7%,0.0%,0.0%,0.0%,512702.0,Pellegrini,0.0,100.0
512711,Turčianske Kľačany,5,SK,97.0%,0.0%,0.0%,0.0%,512711.0,Pellegrini,33.33,66.67
512729,Turčianske Teplice,5,SK,92.9%,0.1%,0.0%,0.0%,512729.0,Pellegrini,44.44,55.56
512737,Turčiansky Ďur,5,SK,94.7%,0.0%,0.0%,0.0%,512737.0,Korčok,0.0,0.0
512753,Turčiansky Peter,5,SK,90.7%,0.0%,0.0%,0.4%,512753.0,Pellegrini,33.33,66.67
512761,Valča,5,SK,95.9%,0.1%,0.0%,0.1%,512761.0,Korčok,100.0,0.0
512788,Veľký Čepčín,5,SK,98.0%,0.0%,0.0%,0.0%,512788.0,Korčok,0.0,0.0
512796,Vrícko,5,SK,95.2%,0.7%,0.0%,0.0%,512796.0,Pellegrini,2.78,97.22
512818,Záborie,5,SK,98.8%,0.0%,0.0%,0.0%,512818.0,Pellegrini,0.0,100.0
512834,Žabokreky,5,SK,94.5%,0.0%,0.1%,0.0%,512834.0,Pellegrini,0.0,100.0
512842,Považská Bystrica,3,SK,93.6%,0.1%,0.0%,0.0%,512842.0,Pellegrini,12.35,87.65
512851,Beluša,3,SK,96.4%,0.0%,0.0%,0.0%,512851.0,Pellegrini,4.84,95.16
512885,Bolešov,3,SK,97.5%,0.1%,0.0%,0.1%,512885.0,Pellegrini,0.0,100.0
512915,Brvnište,3,SK,95.3%,0.0%,0.0%,0.0%,512915.0,Pellegrini,20.0,80.0
512931,Červený Kameň,3,SK,95.5%,0.0%,0.0%,0.0%,512931.0,Pellegrini,12.5,87.5
512940,Dohňany,3,SK,98.1%,0.0%,0.1%,0.1%,512940.0,Pellegrini,33.33,66.67
512958,Dolná Breznica,3,SK,99.4%,0.0%,0.0%,0.0%,512958.0,Korčok,50.0,50.0
512966,Dolná Mariková,3,SK,97.6%,0.0%,0.1%,0.0%,512966.0,Pellegrini,25.0,75.0
513008,Domaniža,3,SK,96.4%,0.0%,0.0%,0.0%,513008.0,Pellegrini,40.0,60.0
513016,Dubnica nad Váhom,3,SK,92.5%,0.1%,0.0%,0.0%,513016.0,Pellegrini,15.49,84.51
513024,Dulov,3,SK,96.9%,0.0%,0.0%,0.0%,513024.0,Pellegrini,14.29,85.71
513083,Horná Mariková,3,SK,95.3%,0.0%,0.0%,0.0%,513083.0,Korčok,0.0,0.0
513091,Horná Poruba,3,SK,99.2%,0.0%,0.0%,0.0%,513091.0,Pellegrini,0.0,100.0
513121,Horovce (PU),3,SK,97.3%,0.0%,0.0%,0.0%,513121.0,Pellegrini,0.0,100.0
513156,Ilava,3,SK,93.8%,0.1%,0.0%,0.0%,513156.0,Pellegrini,17.39,82.61
513172,Jasenica,3,SK,95.4%,0.0%,0.0%,0.0%,513172.0,Pellegrini,16.67,83.33
513245,Kostolec,3,SK,98.8%,0.0%,0.0%,0.0%,513245.0,Korčok,100.0,0.0
513253,Košeca,3,SK,97.4%,0.1%,0.2%,0.0%,513253.0,Pellegrini,22.22,77.78
513296,Ladce,3,SK,93.8%,0.0%,0.4%,0.0%,513296.0,Pellegrini,20.0,80.0
513300,Lazy pod Makytou,3,SK,94.7%,0.0%,0.0%,0.0%,513300.0,Pellegrini,0.0,100.0
513318,Lednica,3,SK,98.5%,0.0%,0.0%,0.0%,513318.0,Pellegrini,0.0,100.0
513326,Lednické Rovne,3,SK,96.4%,0.0%,0.2%,0.0%,513326.0,Pellegrini,20.0,80.0
513334,Lúky,3,SK,97.2%,0.0%,0.0%,0.0%,513334.0,Korčok,50.0,50.0
513342,Lysá pod Makytou,3,SK,96.9%,0.1%,0.0%,0.0%,513342.0,Pellegrini,37.5,62.5
513351,Košecké Podhradie,3,SK,96.2%,0.1%,0.0%,0.0%,513351.0,Pellegrini,0.0,100.0
513377,Mestečko,3,SK,97.7%,0.4%,0.0%,0.0%,513377.0,Korčok,100.0,0.0
513385,Mikušovce (IL),3,SK,95.6%,0.1%,0.1%,0.0%,513385.0,Pellegrini,33.33,66.67
513407,Mojtín,3,SK,98.4%,0.0%,0.0%,0.0%,513407.0,Korčok,100.0,0.0
513440,Nová Dubnica,3,SK,92.8%,0.2%,0.0%,0.0%,513440.0,Pellegrini,14.71,85.29
513466,Papradno,3,SK,96.3%,0.1%,0.1%,0.0%,513466.0,Pellegrini,25.0,75.0
513474,Plevník-Drienové,3,SK,96.9%,0.1%,0.0%,0.0%,513474.0,Pellegrini,20.0,80.0
513563,Prečín,3,SK,95.4%,0.2%,0.0%,0.0%,513563.0,Pellegrini,16.67,83.33
513598,Pruské,3,SK,94.3%,0.0%,0.0%,0.0%,513598.0,Pellegrini,0.0,100.0
513601,Pružina,3,SK,97.2%,0.1%,0.0%,0.0%,513601.0,Pellegrini,5.88,94.12
513610,Púchov,3,SK,93.1%,0.1%,0.1%,0.0%,513610.0,Pellegrini,12.2,87.8
513687,Stupné,3,SK,96.5%,0.0%,0.1%,0.0%,513687.0,Pellegrini,0.0,100.0
513725,Tuchyňa,3,SK,98.6%,0.0%,0.0%,0.0%,513725.0,Pellegrini,0.0,100.0
513741,Udiča,3,SK,94.1%,0.1%,0.0%,0.0%,513741.0,Pellegrini,16.67,83.33
513776,Visolaje,3,SK,96.2%,0.0%,0.0%,0.0%,513776.0,Pellegrini,33.33,66.67
513784,Vrchteplá,3,SK,94.0%,0.0%,0.0%,0.0%,513784.0,Korčok,100.0,0.0
513792,Malá Tŕňa,8,SK,90.2%,5.0%,0.8%,0.0%,513792.0,Korčok,0.0,0.0
513806,Veľká Tŕňa,8,SK,93.9%,1.1%,0.0%,0.0%,513806.0,Korčok,0.0,0.0
513814,Záriečie,3,SK,97.6%,0.0%,0.0%,0.0%,513814.0,Pellegrini,0.0,100.0
513822,Záskalie,3,SK,96.9%,0.5%,0.0%,0.0%,513822.0,Korčok,50.0,50.0
513831,Klin nad Bodrogom - Bodrogszög,8,SK,49.7%,41.0%,0.0%,0.0%,513831.0,Pellegrini,0.0,100.0
513849,Stanča,8,SK,95.7%,0.0%,0.0%,0.0%,513849.0,Pellegrini,0.0,100.0
513857,Budince - Budaháza,8,HU,6.2%,85.4%,1.8%,0.0%,513857.0,Korčok,0.0,0.0
513865,Zliechov,3,SK,96.9%,0.0%,0.0%,0.0%,513865.0,Pellegrini,0.0,100.0
513881,Prievidza,3,SK,89.9%,0.3%,0.1%,0.0%,513881.0,Pellegrini,11.61,88.39
513903,Bojnice,3,SK,91.7%,0.3%,0.0%,0.0%,513903.0,Pellegrini,0.0,100.0
513911,Bystričany,3,SK,98.9%,0.1%,0.1%,0.0%,513911.0,Pellegrini,20.0,80.0
513920,Cigeľ,3,SK,96.4%,0.0%,0.1%,0.0%,513920.0,Pellegrini,0.0,100.0
513938,Čavoj,3,SK,98.6%,0.0%,0.0%,0.0%,513938.0,Pellegrini,0.0,100.0
513946,Čereňany,3,SK,95.8%,0.2%,0.0%,0.0%,513946.0,Pellegrini,0.0,100.0
513954,Diviacka Nová Ves,3,SK,98.7%,0.2%,0.0%,0.0%,513954.0,Pellegrini,25.0,75.0
513962,Diviaky nad Nitricou,3,SK,97.8%,0.1%,0.0%,0.0%,513962.0,Pellegrini,40.0,60.0
513971,Dlžín,3,SK,91.5%,0.0%,0.0%,0.0%,513971.0,Korčok,0.0,0.0
513989,Dolné Vestenice,3,SK,96.6%,0.0%,0.0%,0.0%,513989.0,Pellegrini,33.33,66.67
513997,Handlová,3,SK,89.8%,0.3%,0.2%,0.0%,513997.0,Pellegrini,27.27,72.73
514004,Horná Ves (PD),3,SK,97.9%,0.0%,0.0%,0.0%,514004.0,Pellegrini,25.0,75.0
514012,Horné Vestenice,3,SK,94.9%,0.3%,0.2%,0.0%,514012.0,Korčok,100.0,0.0
514021,Chrenovec-Brusno,3,SK,96.6%,0.1%,0.0%,0.0%,514021.0,Pellegrini,0.0,100.0
514039,Chvojnica (PD),3,SK,95.5%,1.2%,0.8%,0.0%,514039.0,Korčok,100.0,0.0
514063,Kamenec pod Vtáčnikom,3,SK,98.5%,0.1%,0.0%,0.0%,514063.0,Pellegrini,0.0,100.0
514071,Kanianka,3,SK,96.8%,0.1%,0.0%,0.0%,514071.0,Pellegrini,13.04,86.96
514080,Kľačno,3,SK,93.8%,0.1%,0.0%,0.0%,514080.0,Pellegrini,0.0,100.0
514098,Kocurany,3,SK,96.7%,0.2%,0.2%,0.2%,514098.0,Korčok,100.0,0.0
514101,Kostolná Ves,3,SK,96.9%,0.0%,0.0%,0.0%,514101.0,Pellegrini,0.0,100.0
514110,Koš,3,SK,90.4%,0.1%,0.0%,0.0%,514110.0,Pellegrini,0.0,100.0
514128,Lazany,3,SK,95.1%,0.1%,0.0%,0.0%,514128.0,Pellegrini,25.0,75.0
514136,Lehota pod Vtáčnikom,3,SK,94.9%,0.1%,0.0%,0.0%,514136.0,Pellegrini,25.0,75.0
514144,Liešťany,3,SK,97.8%,0.1%,0.0%,0.0%,514144.0,Pellegrini,33.33,66.67
514179,Malá Čausa,3,SK,96.3%,0.0%,0.0%,0.0%,514179.0,Pellegrini,0.0,100.0
514187,Malinová,3,SK,96.6%,0.1%,0.0%,0.0%,514187.0,Pellegrini,0.0,100.0
514209,Nedožery-Brezany,3,SK,96.3%,0.1%,0.2%,0.0%,514209.0,Pellegrini,0.0,100.0
514217,Nevidzany (PD),3,SK,98.7%,0.0%,0.0%,0.0%,514217.0,Pellegrini,0.0,100.0
514225,Nitrianske Pravno,3,SK,92.7%,0.1%,0.2%,0.0%,514225.0,Pellegrini,30.77,69.23
514233,Nitrianske Rudno,3,SK,98.4%,0.1%,0.0%,0.0%,514233.0,Pellegrini,0.0,100.0
514241,Nitrianske Sučany,3,SK,98.8%,0.1%,0.0%,0.0%,514241.0,Pellegrini,11.11,88.89
514250,Nitrica,3,SK,97.9%,0.3%,0.0%,0.0%,514250.0,Pellegrini,0.0,100.0
514268,Nováky,3,SK,93.4%,0.2%,0.0%,0.0%,514268.0,Korčok,50.0,50.0
514284,Opatovce nad Nitrou,3,SK,98.4%,0.1%,0.0%,0.0%,514284.0,Pellegrini,0.0,100.0
514292,Oslany,3,SK,98.3%,0.1%,0.1%,0.0%,514292.0,Pellegrini,0.0,100.0
514306,Podhradie (PD),3,SK,97.6%,0.0%,0.0%,0.0%,514306.0,Korčok,0.0,0.0
514314,Poluvsie,3,SK,95.3%,0.2%,0.0%,0.0%,514314.0,Korčok,0.0,0.0
514322,Poruba,3,SK,97.4%,0.2%,0.1%,0.0%,514322.0,Pellegrini,40.0,60.0
514331,Pravenec,3,SK,93.3%,0.8%,0.2%,0.0%,514331.0,Korčok,50.0,50.0
514349,Radobica,3,SK,98.4%,0.0%,0.0%,0.0%,514349.0,Korčok,66.67,33.33
514357,Ráztočno,3,SK,95.1%,0.2%,0.2%,0.0%,514357.0,Pellegrini,33.33,66.67
514365,Rudnianska Lehota,3,SK,96.5%,0.3%,0.0%,0.0%,514365.0,Pellegrini,0.0,100.0
514373,Sebedražie,3,SK,96.5%,0.1%,0.0%,0.1%,514373.0,Pellegrini,33.33,66.67
514381,Seč,3,SK,100.0%,0.0%,0.0%,0.0%,514381.0,Pellegrini,0.0,100.0
514390,Šútovce,3,SK,98.9%,0.0%,0.0%,0.0%,514390.0,Korčok,0.0,0.0
514403,Temeš,3,SK,97.6%,0.0%,0.0%,0.0%,514403.0,Korčok,100.0,0.0
514411,Tužina,3,SK,96.1%,0.2%,0.0%,0.0%,514411.0,Pellegrini,33.33,66.67
514420,Valaská Belá,3,SK,95.2%,0.1%,0.0%,0.0%,514420.0,Pellegrini,12.5,87.5
514438,Veľká Čausa,3,SK,96.9%,0.0%,0.2%,0.0%,514438.0,Pellegrini,33.33,66.67
514454,Zemianske Kostoľany,3,SK,96.2%,0.3%,0.1%,0.0%,514454.0,Pellegrini,0.0,100.0
514462,Rimavská Sobota - Rimaszombat,6,SK,59.1%,31.0%,0.8%,0.0%,514462.0,Pellegrini,3.57,96.43
514489,Babinec,6,SK,98.3%,0.0%,0.0%,0.0%,514489.0,Pellegrini,0.0,100.0
514501,Barca - Baraca,6,HU,7.0%,56.4%,34.6%,0.0%,514501.0,Korčok,100.0,0.0
514519,Bátka - Bátka,6,HU,16.5%,76.8%,4.4%,0.0%,514519.0,Korčok,66.67,33.33
514535,Belín,6,SK,77.1%,19.0%,1.1%,0.0%,514535.0,Korčok,0.0,0.0
514543,Blhovce - Balogfala,6,HU,17.7%,75.1%,5.8%,0.0%,514543.0,Korčok,0.0,0.0
514551,Bottovo,6,SK,88.8%,3.6%,0.0%,0.0%,514551.0,Korčok,0.0,0.0
514578,Bretka - Beretke,8,HU,18.4%,69.9%,8.8%,0.0%,514578.0,Korčok,0.0,0.0
514586,Budikovany,6,SK,95.2%,3.2%,0.0%,0.0%,514586.0,Korčok,0.0,0.0
514594,Cakov - Cakó,6,HU,7.6%,67.2%,19.0%,0.0%,514594.0,Korčok,0.0,0.0
514608,Čerenčany,6,SK,92.9%,4.2%,0.0%,0.0%,514608.0,Korčok,0.0,0.0
514616,Čierny Potok,6,SK,95.0%,3.5%,0.0%,0.0%,514616.0,Pellegrini,0.0,100.0
514624,Číž - Csíz,6,HU,23.9%,71.1%,3.4%,0.0%,514624.0,Pellegrini,0.0,100.0
514632,Dolné Zahorany - Magyarhegymeg,6,HU,14.9%,80.9%,0.0%,0.0%,514632.0,Korčok,0.0,0.0
514641,Dražice - Perjése,6,HU,45.7%,46.1%,4.3%,0.0%,514641.0,Korčok,0.0,0.0
514659,Drienčany,6,SK,94.5%,3.6%,1.8%,0.0%,514659.0,Pellegrini,0.0,100.0
514667,Drňa - Darnya,6,HU,13.5%,80.5%,1.4%,0.0%,514667.0,Korčok,0.0,0.0
514675,Držkovce - Deresk,6,HU,24.9%,67.2%,2.9%,0.0%,514675.0,Korčok,0.0,0.0
514683,Dubno - Dobfenek,6,HU,14.7%,81.3%,0.0%,0.0%,514683.0,Korčok,0.0,0.0
514691,Dubovec - Dobóca,6,HU,13.8%,70.8%,8.9%,0.0%,514691.0,Korčok,0.0,0.0
514713,Figa - Gömörfüge,6,SK,44.6%,36.7%,15.8%,0.0%,514713.0,Korčok,0.0,0.0
514721,Gemer - Sajógömör,6,HU,19.6%,77.2%,2.4%,0.0%,514721.0,Korčok,0.0,0.0
514730,Gemerček - Kisgömöri,6,HU,21.9%,77.1%,0.0%,0.0%,514730.0,Korčok,0.0,0.0
514748,Gemerská Panica - Gömörpanyit,8,SK,56.3%,39.8%,0.0%,0.0%,514748.0,Korčok,0.0,0.0
514756,Gemerská Ves - Gömörfalva,6,HU,36.2%,53.7%,6.5%,0.0%,514756.0,Korčok,0.0,0.0
514764,Gemerské Dechtáre - Détér,6,HU,8.0%,88.3%,1.2%,0.0%,514764.0,Korčok,0.0,0.0
514781,Gemerský Jablonec - Almágy,6,HU,11.8%,86.2%,0.0%,0.0%,514781.0,Korčok,100.0,0.0
514799,Gortva - Gortvakisfalud,6,HU,24.5%,70.5%,3.1%,0.0%,514799.0,Korčok,0.0,0.0
514811,Hajnáčka - Ajnácskő,6,HU,18.3%,76.6%,1.4%,0.0%,514811.0,Pellegrini,0.0,100.0
514829,Hnúšťa,6,SK,89.9%,0.7%,0.5%,0.0%,514829.0,Pellegrini,41.67,58.33
514837,Hodejov - Várgede,6,HU,29.5%,59.8%,6.9%,0.0%,514837.0,Pellegrini,0.0,100.0
514845,Hodejovec - Kerekgede,6,SK,48.8%,47.7%,0.0%,0.0%,514845.0,Korčok,100.0,0.0
514853,Horné Zahorany,6,SK,97.3%,1.8%,0.9%,0.0%,514853.0,Korčok,0.0,0.0
514861,Hostice - Gesztete,6,HU,10.7%,75.9%,10.7%,0.0%,514861.0,Korčok,0.0,0.0
514870,Hostišovce,6,SK,93.0%,1.7%,2.2%,0.0%,514870.0,Korčok,0.0,0.0
514888,Hrachovo,6,SK,96.0%,1.3%,0.0%,0.0%,514888.0,Pellegrini,33.33,66.67
514896,Hrlica,6,SK,94.6%,0.0%,0.0%,0.0%,514896.0,Korčok,0.0,0.0
514900,Hrnčiarska Ves,6,SK,90.9%,0.4%,0.6%,0.0%,514900.0,Korčok,0.0,0.0
514918,Hrnčiarske Zalužany,6,SK,95.8%,1.3%,0.0%,0.0%,514918.0,Korčok,50.0,50.0
514926,Hrušovo,6,SK,95.3%,2.3%,0.0%,0.0%,514926.0,Korčok,0.0,0.0
514934,Hubovo - Hubó,6,HU,18.0%,78.9%,2.3%,0.0%,514934.0,Korčok,0.0,0.0
514942,Husiná - Guszona,6,HU,17.7%,77.6%,1.5%,0.0%,514942.0,Korčok,0.0,0.0
514951,Chanava - Hanva,6,HU,8.6%,87.4%,3.1%,0.0%,514951.0,Korčok,0.0,0.0
514969,Chrámec - Harmac,6,HU,15.9%,43.7%,37.1%,0.0%,514969.0,Korčok,0.0,0.0
514977,Chvalová - Felsőfalu,6,HU,44.3%,49.0%,5.2%,0.5%,514977.0,Korčok,100.0,0.0
514985,Ivanice - Balogiványi,6,HU,10.5%,71.8%,15.2%,0.0%,514985.0,Korčok,0.0,0.0
514993,Janice - Jéne,6,HU,3.7%,80.4%,11.1%,0.0%,514993.0,Korčok,100.0,0.0
515001,Jesenské (RS) - Feled,6,HU,29.3%,53.5%,14.7%,0.0%,515001.0,Pellegrini,0.0,100.0
515019,Jestice - Jeszte,6,HU,4.1%,95.2%,0.7%,0.0%,515019.0,Korčok,0.0,0.0
515027,Kaloša - Kálosa,6,HU,13.4%,71.9%,8.6%,0.0%,515027.0,Pellegrini,0.0,100.0
515035,Kesovce,6,XR,8.1%,14.0%,75.6%,0.0%,515035.0,Korčok,0.0,0.0
515043,Klenovec,6,SK,94.5%,0.0%,2.9%,0.0%,515043.0,Pellegrini,42.86,57.14
515051,Kociha,6,SK,98.0%,0.5%,0.0%,0.0%,515051.0,Korčok,0.0,0.0
515060,Konrádovce - Korláti,6,HU,18.6%,77.4%,0.6%,0.0%,515060.0,Pellegrini,0.0,100.0
515078,Kráľ - Sajószentkirály,6,HU,21.5%,59.7%,17.8%,0.0%,515078.0,Korčok,0.0,0.0
515086,Kraskovo,6,SK,96.2%,1.5%,0.0%,0.0%,515086.0,Korčok,0.0,0.0
515094,Krokava,6,SK,91.3%,4.3%,0.0%,0.0%,515094.0,Korčok,0.0,0.0
515108,Kružno,6,SK,95.1%,2.0%,0.0%,0.0%,515108.0,Korčok,0.0,0.0
515116,Kyjatice,6,SK,98.5%,0.0%,0.0%,0.0%,515116.0,Korčok,0.0,0.0
515124,Lehota nad Rimavicou,6,SK,96.4%,0.7%,0.0%,0.0%,515124.0,Korčok,0.0,0.0
515132,Lenartovce - Sajólénártfalva,6,HU,6.6%,83.9%,7.9%,0.0%,515132.0,Korčok,0.0,0.0
515141,Lenka - Sajólenke,6,HU,39.5%,58.5%,0.0%,0.0%,515141.0,Korčok,100.0,0.0
515159,Levkuška - Lőkös,6,HU,16.3%,76.6%,4.6%,0.0%,515159.0,Korčok,0.0,0.0
515167,Lipovec (RS),6,SK,91.1%,5.6%,0.0%,0.0%,515167.0,Korčok,0.0,0.0
515175,Lukovištia,6,SK,92.6%,2.5%,0.0%,0.0%,515175.0,Pellegrini,33.33,66.67
