IDN4,obec,IDN2,nationality_majority,SK-2021-rate,HU-2021-rate,RMY-2021-rate,RUE-2021-rate
527092,Vyšné Ružbachy,7,SK,97.2%,0.2%,0.4%,0.1%
527106,Svidník,7,SK,77.5%,0.1%,0.6%,13.6%
527114,Baňa,7,SK,93.6%,0.0%,0.0%,1.1%
527122,Belejovce,7,SK,95.8%,0.0%,0.0%,4.2%
527131,Beňadikovce - Бенядиківцї,7,SK,48.0%,0.5%,7.8%,42.2%
527149,Bodružal,7,SK,73.3%,0.0%,5.0%,15.0%
527157,Breznica,7,SK,97.3%,0.1%,0.0%,0.9%
527165,Breznička (SP),7,SK,89.0%,0.0%,0.0%,11.0%
527173,Brusnica,7,SK,73.1%,0.0%,4.2%,17.5%
527181,Bukovce,7,SK,86.6%,0.0%,1.1%,10.0%
527190,Bystrá (SP),7,SK,81.0%,0.0%,0.0%,19.0%
527203,Bžany,7,SK,91.6%,0.0%,1.9%,3.3%
527211,Cernina,7,SK,84.5%,0.0%,1.5%,11.5%
527220,Cigla - Ціґла,7,SK,70.3%,0.0%,0.0%,23.0%
527238,Dlhoňa,7,XR,39.6%,0.0%,52.7%,4.4%
527246,Dobroslava - Доброслава,7,SK,69.6%,0.0%,0.0%,23.9%
527254,Dubová (SK) - Дубова,7,SK,61.5%,0.5%,5.0%,28.5%
527262,Duplín,7,SK,97.6%,0.0%,0.2%,1.2%
527271,Fijaš,7,SK,87.7%,0.0%,0.0%,11.6%
527289,Gribov,7,SK,82.0%,0.0%,0.0%,13.2%
527297,Havaj - Гавай,7,SK,75.3%,0.0%,0.5%,20.7%
527301,Havranec,7,SK,80.0%,0.0%,0.0%,13.3%
527319,Hrabovčík,7,SK,84.8%,0.0%,0.0%,11.6%
527327,Hunkovce,7,SK,74.4%,0.0%,4.0%,15.9%
527335,Chotča,7,SK,93.2%,0.0%,0.0%,4.0%
527343,Jakušovce - Якушівцї,7,XU,45.0%,0.0%,0.0%,52.5%
527351,Jurkova Voľa - Юркова Воля,7,SK,67.9%,0.0%,0.0%,25.0%
527360,Kapišová,7,SK,77.1%,0.0%,10.9%,8.2%
527378,Kečkovce,7,SK,78.0%,0.0%,3.5%,10.6%
527386,Kolbovce,7,SK,49.7%,0.0%,30.5%,18.1%
527394,Korejovce,7,SK,84.2%,0.0%,0.0%,14.5%
527408,Korunková,7,SK,86.8%,0.0%,0.0%,9.2%
527416,Kožuchovce - Кожухівцї,7,SK,77.1%,2.1%,0.0%,20.8%
527424,Krajná Bystrá,7,SK,82.7%,0.0%,6.5%,6.8%
527432,Krajná Poľana,7,SK,85.4%,0.0%,3.8%,5.7%
527441,Krajná Porúbka - Крайня Порубка,7,XU,45.7%,0.0%,0.0%,54.3%
527459,Krajné Čierno - Крайнє Чорне,7,SK,59.5%,0.0%,0.0%,36.7%
527467,Krišľovce - Кришлівцї,7,SK,68.8%,0.0%,0.0%,31.3%
527475,Krušinec,7,SK,92.0%,0.0%,0.0%,1.3%
527483,Kružlová - Кружлёва,7,SK,58.4%,0.0%,18.3%,21.3%
527491,Kurimka - Куримка,7,SK,67.6%,0.0%,5.2%,22.0%
527505,Ladomirová,7,SK,85.0%,0.1%,5.2%,7.8%
527513,Lomné,7,SK,93.6%,0.0%,0.0%,3.8%
527521,Makovce,7,SK,77.1%,0.0%,0.0%,17.4%
527530,Malá Poľana - Мала Поляна,7,SK,56.5%,0.0%,0.0%,40.0%
527548,Matovce,7,SK,93.2%,0.0%,0.0%,6.8%
527556,Medvedie - Медведже,7,SK,52.3%,0.0%,0.0%,40.9%
527564,Mestisko,7,SK,96.0%,0.4%,0.0%,2.7%
527572,Miková - Микова,7,SK,33.6%,1.4%,19.9%,31.5%
527581,Miňovce,7,SK,97.9%,0.0%,0.0%,0.6%
527599,Miroľa - Мироля,7,SK,62.5%,0.0%,0.0%,35.7%
527602,Mlynárovce,7,SK,84.2%,0.0%,1.9%,11.6%
527611,Mrázovce,7,SK,97.5%,0.0%,0.0%,1.2%
527629,Nižná Jedľová - Нижня Ядлова,7,SK,62.5%,0.0%,0.0%,35.6%
527637,Nižná Olšava,7,SK,96.2%,0.0%,0.0%,1.7%
527645,Nižná Pisaná,7,SK,73.5%,1.2%,0.0%,16.9%
527653,Nižný Komárnik,7,SK,80.3%,0.0%,3.9%,11.2%
527661,Nižný Mirošov,7,SK,78.1%,0.0%,4.4%,13.3%
527670,Nižný Orlík,7,SK,75.7%,0.0%,0.0%,18.0%
527688,Nová Polianka,7,SK,93.9%,0.0%,0.0%,3.0%
527696,Okrúhle,7,SK,92.3%,0.0%,0.3%,1.2%
527700,Oľšavka (SP),7,SK,80.1%,0.0%,0.0%,15.7%
527718,Potôčky,7,SK,87.1%,0.0%,0.0%,12.9%
527726,Potoky,7,SK,88.6%,0.0%,0.0%,5.7%
527734,Príkra,7,SK,100.0%,0.0%,0.0%,0.0%
527742,Pstriná - Пстрина,7,SK,58.9%,0.0%,0.0%,39.3%
527751,Radoma,7,SK,92.7%,0.0%,0.9%,0.2%
527769,Rakovčík - Раківчік,7,SK,72.8%,0.0%,0.0%,25.7%
527777,Rovné (SK),7,SK,67.4%,0.0%,10.9%,18.4%
527785,Roztoky,7,SK,46.3%,0.0%,37.4%,14.7%
527793,Kručov,7,SK,85.0%,0.0%,0.0%,12.1%
527807,Soboš,7,SK,88.9%,0.0%,0.0%,9.0%
527815,Soľník,7,SK,88.6%,0.0%,0.0%,11.4%
527823,Staškovce,7,SK,74.5%,0.4%,0.4%,18.3%
527831,Stročín,7,SK,85.2%,0.0%,10.2%,2.0%
527840,Stropkov,7,SK,84.8%,0.1%,2.7%,2.2%
527858,Svidnička,7,SK,82.4%,0.7%,0.7%,14.8%
527866,Šandal,7,SK,97.1%,0.0%,0.0%,1.6%
527874,Šarbov,7,SK,88.2%,0.0%,0.0%,5.9%
527882,Šarišský Štiavnik,7,SK,82.6%,0.0%,0.0%,12.1%
527891,Šemetkovce,7,SK,90.0%,0.0%,0.0%,7.8%
527904,Štefurov,7,SK,91.4%,0.0%,0.0%,6.7%
527912,Tisinec,7,SK,96.7%,0.0%,0.0%,1.5%
527921,Tokajík,7,SK,94.4%,0.0%,0.0%,5.6%
527939,Turany nad Ondavou,7,SK,97.1%,0.0%,0.0%,0.3%
527947,Vagrinec - Ваґрінець,7,SK,63.8%,0.0%,0.0%,35.3%
527955,Valkovce,7,SK,89.6%,0.5%,0.0%,7.5%
527963,Vápeník - Вапеник,7,SK,67.5%,0.0%,0.0%,20.0%
527971,Varechovce,7,SK,72.5%,0.0%,0.0%,18.8%
527980,Veľkrop,7,SK,83.5%,0.0%,4.8%,6.5%
527998,Vislava,7,SK,93.0%,0.0%,0.0%,4.5%
528005,Vladiča,7,SK,80.0%,0.0%,0.0%,12.3%
528013,Vojtovce,7,SK,78.6%,0.0%,0.0%,15.3%
528021,Vyškovce - Вышківцї,7,SK,68.9%,0.0%,6.8%,22.0%
528030,Vyšná Jedľová - Вышня Ядлова,7,SK,67.7%,0.0%,0.0%,27.0%
528048,Vyšná Olšava,7,SK,89.5%,0.0%,0.9%,2.7%
528056,Vyšná Pisaná - Вышня Писана,7,SK,58.5%,0.0%,0.0%,38.5%
528064,Vyšný Komárnik,7,SK,83.8%,0.0%,0.0%,15.0%
528072,Vyšný Mirošov - Вышнїй Мирошів,7,SK,68.2%,0.0%,7.2%,21.6%
528081,Vyšný Orlík - Вышнїй Верліх,7,SK,65.7%,0.0%,8.6%,21.3%
528099,Trebišov,8,SK,76.8%,0.9%,8.4%,0.2%
528102,Bačka - Bacska,8,HU,14.2%,78.0%,0.0%,0.2%
528111,Bačkov,8,SK,95.6%,0.1%,1.1%,0.4%
528129,Bara - Bári,8,HU,45.4%,51.8%,0.0%,0.0%
528137,Beša (MI) - Bés,8,HU,17.5%,76.7%,0.8%,0.0%
528145,Biel - Bély,8,HU,26.9%,68.0%,1.3%,0.0%
528153,Svätá Mária - Bodrogszentmária,8,HU,22.0%,74.8%,0.0%,0.2%
528161,Boľ - Boly,8,HU,23.2%,70.3%,0.3%,0.0%
528170,Borša - Borsi,8,SK,59.9%,37.8%,0.0%,0.0%
528188,Boťany - Battyán,8,HU,14.2%,66.3%,9.6%,0.0%
528200,Brehov - Imreg,8,SK,76.7%,20.9%,0.2%,0.0%
528218,Brezina,8,SK,96.8%,0.2%,0.8%,0.0%
528226,Byšta,8,SK,98.0%,0.0%,0.0%,0.0%
528234,Cejkov,8,SK,96.6%,0.6%,0.0%,0.3%
528242,Čeľovce,8,SK,89.6%,0.7%,1.6%,0.0%
528251,Čerhov,8,SK,89.1%,0.7%,2.4%,0.4%
528269,Černochov - Csarnahó,8,HU,39.4%,59.6%,0.0%,0.0%
528277,Čičarovce - Csicser,8,HU,9.4%,69.8%,18.1%,0.0%
528285,Čierna - Ágcsernyő,8,HU,17.3%,72.1%,2.0%,0.0%
528293,Čierna nad Tisou - Tiszacsernyő,8,HU,37.7%,51.4%,0.3%,0.1%
528307,Čierne Pole,8,SK,89.3%,8.3%,0.0%,0.0%
528315,Dargov,8,SK,97.7%,0.0%,0.0%,0.5%
528323,Dobrá - Kisdobra,8,HU,27.9%,66.6%,2.5%,0.2%
528331,Drahňov - Deregnyő,8,HU,29.2%,54.9%,10.2%,0.1%
528340,Dvorianky,8,SK,97.2%,0.2%,0.0%,0.2%
528358,Egreš,8,SK,94.8%,0.0%,0.2%,0.0%
528366,Hraň,8,SK,91.0%,0.8%,1.0%,0.0%
528374,Hrčeľ,8,SK,91.7%,0.0%,1.5%,0.0%
528382,Hriadky,8,SK,98.1%,0.0%,0.0%,0.0%
528391,Ižkovce - Iske,8,HU,23.1%,71.4%,0.0%,0.0%
528404,Kapušianske Kľačany - Kaposkelecsény,8,HU,9.4%,77.8%,5.8%,0.1%
528412,Kašov,8,SK,97.0%,0.3%,0.0%,0.0%
528421,Kazimír,8,SK,96.3%,0.2%,0.0%,0.0%
528439,Kožuchov,8,SK,96.2%,0.0%,0.0%,0.0%
528447,Kráľovský Chlmec - Királyhelmec,8,HU,23.6%,72.1%,1.3%,0.1%
528455,Kravany (TV),8,SK,96.2%,0.0%,0.0%,0.0%
528463,Krišovská Liesková - Mokcsamogyorós,8,HU,18.1%,78.9%,0.3%,0.1%
528471,Kuzmice (TV),8,SK,92.8%,0.4%,0.6%,0.0%
528480,Kysta,8,SK,94.6%,0.5%,3.1%,0.0%
528498,Ladmovce - Ladamóc,8,HU,25.4%,70.7%,0.3%,0.3%
528501,Lastovce,8,SK,93.4%,0.2%,1.8%,0.1%
528510,Leles - Lelesz,8,HU,19.9%,75.5%,0.7%,0.0%
528528,Luhyňa,8,SK,94.8%,0.6%,0.0%,0.0%
528536,Malé Ozorovce,8,SK,98.5%,0.4%,0.0%,0.0%
528544,Malé Trakany - Kistárkány,8,HU,13.1%,80.4%,0.4%,0.2%
528552,Malý Horeš - Kisgéres,8,HU,6.9%,90.6%,0.0%,0.1%
528561,Malý Kamenec - Kiskövesd,8,HU,9.6%,84.2%,0.0%,0.0%
528579,Maťovské Vojkovce - Mátyócvajkóc,8,HU,17.2%,73.3%,1.4%,0.0%
528587,Michaľany,8,SK,89.7%,1.1%,2.9%,0.0%
528609,Nižný Žipov,8,SK,92.0%,0.3%,1.9%,0.0%
528617,Novosad,8,SK,95.7%,0.4%,1.1%,0.5%
528625,Nový Ruskov,8,SK,96.6%,0.1%,0.1%,0.3%
528633,Oborín - Abara,8,HU,37.6%,54.2%,1.9%,0.0%
528641,Plechotice,8,SK,95.9%,0.1%,0.9%,0.1%
528650,Svätuše - Bodrogszentes,8,HU,11.6%,86.1%,0.0%,0.0%
528668,Poľany - Bodrogmező,8,HU,20.8%,74.1%,3.2%,0.2%
528676,Parchovany,8,SK,79.2%,0.1%,14.7%,0.1%
528684,Pribeník - Perbenyik,8,HU,23.3%,72.6%,0.0%,0.1%
528692,Ptrukša - Szirénfalva,8,HU,8.5%,89.2%,0.0%,0.0%
528706,Rad - Rad,8,HU,26.3%,65.7%,1.8%,1.6%
528714,Ruská - Dobóruszka,8,HU,11.8%,66.7%,18.7%,0.0%
528722,Sečovce,8,SK,87.3%,0.1%,6.7%,0.2%
528731,Holčíkovce,7,SK,98.3%,0.0%,0.0%,0.0%
528749,Jasenovce,7,SK,91.1%,0.0%,0.0%,0.0%
528757,Jastrabie nad Topľou,7,SK,72.1%,0.0%,24.0%,0.2%
528765,Juskova Voľa,7,SK,98.0%,0.0%,0.0%,0.3%
528773,Kamenná Poruba (VT),7,SK,92.9%,0.0%,0.7%,0.1%
528781,Kladzany,7,SK,96.6%,0.2%,0.0%,0.2%
528790,Komárany,7,SK,98.8%,0.0%,0.8%,0.0%
528803,Košarovce,7,SK,98.9%,0.0%,0.0%,0.2%
528811,Kučín (VT),7,SK,92.1%,0.4%,3.8%,0.4%
528820,Kvakovce,7,SK,92.7%,0.0%,0.0%,0.2%
528838,Majerovce,7,SK,98.0%,0.0%,0.0%,0.7%
528846,Malá Domaša,7,SK,96.7%,0.0%,1.6%,0.2%
528854,Matiaška,7,SK,98.3%,0.0%,0.0%,1.0%
528862,Medzianky,7,SK,96.7%,0.0%,0.0%,0.0%
528871,Merník,7,SK,97.7%,0.0%,0.0%,0.0%
528889,Michalok,7,SK,97.1%,0.0%,0.0%,0.0%
528897,Nižná Sitnica,7,SK,97.7%,0.3%,0.0%,0.0%
528901,Nižný Hrabovec,7,SK,88.3%,0.1%,1.9%,0.2%
528919,Nižný Hrušov,7,SK,94.6%,0.1%,0.2%,0.1%
528927,Nižný Kručov,7,SK,96.1%,0.0%,0.0%,1.3%
528935,Nová Kelča,7,SK,97.6%,0.0%,0.0%,0.6%
528943,Ondavské Matiašovce,7,SK,93.4%,0.1%,2.2%,0.0%
528951,Pakostov,7,SK,94.4%,0.0%,0.0%,2.1%
528960,Pavlovce (VT),7,SK,94.6%,0.1%,1.6%,0.0%
528978,Petkovce,7,SK,99.3%,0.0%,0.0%,0.0%
528986,Petrovce (VT),7,SK,100.0%,0.0%,0.0%,0.0%
528994,Piskorovce,7,SK,87.2%,0.0%,0.0%,10.3%
529001,Poša,7,SK,58.4%,0.0%,38.4%,0.0%
529010,Prituľany - Притуляны,7,XU,46.3%,0.0%,0.0%,51.2%
529028,Prosačov,7,SK,92.9%,0.0%,5.2%,0.0%
529036,Radvanovce,7,SK,95.4%,0.5%,0.0%,0.0%
529044,Rafajovce,7,SK,93.3%,1.2%,0.6%,0.6%
529052,Remeniny,7,SK,99.3%,0.0%,0.0%,0.0%
529061,Rohožník (HE) - Рогожник,7,SK,63.6%,0.0%,0.0%,34.1%
529079,Rudlov,7,SK,89.4%,0.0%,8.2%,0.0%
529087,Ruská Kajňa,7,SK,82.4%,0.0%,0.9%,12.0%
529095,Ruská Poruba - Руська Поруба,7,SK,50.0%,0.0%,0.0%,48.1%
529109,Ruská Voľa,7,SK,93.0%,0.0%,0.0%,5.8%
529117,Vyšný Kazimír,7,SK,98.4%,0.0%,0.0%,0.0%
529125,Sačurov,7,SK,60.5%,0.0%,32.9%,0.0%
529133,Sečovská Polianka,7,SK,96.4%,0.2%,1.0%,0.0%
529141,Sedliská,7,SK,97.2%,0.0%,0.7%,0.1%
529150,Skrabské,7,SK,96.5%,0.0%,2.1%,0.3%
529168,Slovenská Kajňa,7,SK,93.4%,0.0%,0.0%,0.3%
529176,Soľ,7,SK,82.6%,0.0%,13.7%,0.0%
529184,Štefanovce (VT),7,SK,96.3%,0.0%,0.0%,0.0%
529192,Tovarné,7,SK,98.0%,0.1%,0.0%,0.5%
529206,Tovarnianska Polianka,7,SK,98.2%,0.0%,0.0%,0.0%
529214,Vavrinec,7,SK,94.5%,0.0%,0.0%,1.8%
529222,Vechec,7,SK,53.6%,0.1%,44.1%,0.0%
529231,Vlača,7,SK,97.3%,0.0%,0.0%,0.4%
529249,Vyšná Sitnica,7,SK,98.8%,0.3%,0.0%,0.6%
529257,Vyšný Žipov,7,SK,95.8%,0.0%,2.2%,0.1%
529265,Zámutov,7,SK,63.2%,0.0%,35.5%,0.1%
529273,Závada (HE) - Завада,7,XU,32.3%,0.0%,0.0%,66.2%
529281,Zlatník,7,SK,100.0%,0.0%,0.0%,0.0%
529290,Žalobín,7,SK,96.5%,0.0%,2.9%,0.1%
542652,Bánovce nad Bebravou,3,SK,91.4%,0.1%,0.2%,0.1%
542661,Belince,4,SK,96.4%,0.5%,0.0%,0.0%
542695,Biskupová,4,SK,93.0%,0.0%,0.0%,0.0%
542709,Blesovce,4,SK,96.0%,0.6%,0.0%,0.0%
542717,Bojná,4,SK,94.8%,0.2%,0.0%,0.1%
542733,Bošany,3,SK,96.1%,0.2%,0.0%,0.0%
542741,Brezolupy,3,SK,96.6%,0.2%,0.0%,0.0%
542776,Cimenná,3,SK,98.0%,0.0%,0.0%,0.0%
542792,Čermany,4,SK,97.3%,0.3%,0.3%,0.0%
542806,Čierna Lehota (BN),3,SK,98.2%,0.0%,0.0%,0.0%
542822,Dežerice,3,SK,96.3%,0.0%,0.1%,0.0%
542849,Dolné Naštice,3,SK,93.9%,0.2%,0.0%,0.0%
542857,Dubnička,3,SK,97.6%,0.0%,0.0%,0.0%
542873,Dvorec,3,SK,96.6%,0.0%,0.0%,0.0%
542881,Hajná Nová Ves,4,SK,96.5%,0.3%,0.0%,0.0%
542890,Haláčovce,3,SK,96.5%,0.0%,0.0%,0.0%
542920,Horné Naštice,3,SK,98.4%,0.0%,0.0%,0.0%
542938,Horné Obdokovce,4,SK,95.9%,0.2%,0.1%,0.0%
542954,Horné Štitáre,4,SK,95.1%,0.0%,0.2%,0.0%
542962,Hradište (PE),3,SK,96.7%,0.0%,0.0%,0.0%
542971,Hrušovany,4,SK,96.6%,0.4%,0.0%,0.0%
543004,Chynorany,3,SK,96.7%,0.1%,0.1%,0.0%
543039,Kamanová,4,SK,97.7%,0.3%,0.0%,0.0%
543047,Klátova Nová Ves,3,SK,97.8%,0.1%,0.1%,0.1%
543055,Kolačno,3,SK,99.2%,0.1%,0.0%,0.0%
543063,Koniarovce,4,SK,97.4%,0.2%,0.2%,0.0%
543071,Kovarce,4,SK,94.7%,0.1%,0.0%,0.1%
543080,Krásna Ves,3,SK,98.6%,0.2%,0.0%,0.0%
543101,Krnča,4,SK,97.9%,0.2%,0.1%,0.0%
543110,Krtovce,4,SK,94.5%,0.0%,0.0%,0.0%
543136,Kšinná,3,SK,98.8%,0.0%,0.0%,0.0%
543144,Hrišovce,8,SK,98.6%,0.0%,0.0%,0.0%
543152,Chrasť nad Hornádom,8,SK,90.7%,0.0%,1.3%,0.1%
543161,Iliašovce,8,SK,91.9%,0.0%,2.8%,0.1%
543179,Jablonov,7,SK,81.2%,0.1%,5.2%,0.0%
543187,Jaklovce,8,SK,94.7%,0.1%,0.4%,0.0%
543195,Jamník (SN),8,SK,99.3%,0.0%,0.0%,0.0%
543209,Kaľava,8,SK,87.3%,0.0%,9.9%,0.0%
543225,Klčov,7,SK,98.4%,0.0%,0.0%,0.0%
543233,Kluknava,8,SK,97.5%,0.0%,0.0%,0.0%
543241,Kojšov,8,SK,96.7%,0.0%,1.1%,0.7%
543250,Kolinovce,8,SK,93.7%,0.0%,2.2%,0.0%
543268,Krompachy,8,SK,85.8%,0.0%,2.5%,0.1%
543276,Kurimany,7,SK,98.4%,0.0%,0.0%,0.0%
543284,Letanovce,8,SK,94.9%,0.0%,2.6%,0.2%
543292,Levoča,7,SK,94.1%,0.1%,2.2%,0.3%
543306,Lieskovany,8,SK,97.8%,0.0%,0.0%,0.3%
543314,Lúčka (LE),7,SK,94.7%,0.0%,0.0%,0.0%
543322,Margecany,8,SK,98.3%,0.0%,0.0%,0.1%
543331,Markušovce,8,SK,88.8%,0.1%,5.9%,0.0%
543349,Matejovce nad Hornádom,8,SK,98.2%,0.0%,0.0%,0.0%
543357,Mlynky,8,SK,96.1%,0.0%,0.2%,0.0%
543365,Mníšek nad Hnilcom,8,SK,88.5%,0.1%,1.8%,0.1%
543373,Nálepkovo,8,SK,95.2%,0.1%,1.4%,0.1%
543381,Nemešany,7,SK,98.8%,0.0%,0.0%,0.0%
543390,Nižné Repaše,7,SK,89.3%,0.0%,0.0%,6.3%
543403,Odorín,8,SK,98.3%,0.0%,0.0%,0.0%
543411,Olcnava,8,SK,92.8%,0.0%,0.0%,0.4%
543420,Oľšavica,7,SK,85.2%,0.0%,0.0%,12.9%
543438,Oľšavka (SN),8,SK,97.8%,0.0%,0.0%,0.0%
543446,Ordzovany,7,SK,99.4%,0.0%,0.0%,0.6%
543454,Pavľany,7,SK,97.6%,0.0%,0.0%,0.0%
543462,Poľanovce,7,SK,98.8%,0.6%,0.0%,0.0%
543471,Pongrácovce,7,SK,98.4%,0.8%,0.0%,0.0%
543489,Poráč,8,SK,85.2%,0.0%,2.5%,7.7%
543497,Prakovce,8,SK,95.5%,0.2%,0.8%,0.1%
543501,Richnava,8,SK,49.8%,0.0%,48.9%,0.0%
543519,Rudňany,8,SK,84.2%,0.1%,8.3%,0.0%
543527,Slatvina,8,SK,99.4%,0.3%,0.0%,0.0%
543535,Slovinky,8,SK,91.6%,0.1%,1.8%,2.7%
543551,Smolnícka Huta,8,SK,87.0%,0.0%,3.7%,0.0%
543560,Smolník,8,SK,89.6%,0.4%,0.6%,0.0%
543578,Spišské Podhradie,7,SK,89.8%,0.1%,3.5%,0.4%
543586,Spišské Tomášovce,8,SK,85.5%,0.0%,5.4%,0.2%
543594,Spišské Vlachy,8,SK,92.7%,0.1%,1.1%,0.1%
543608,Spišský Hrhov,7,SK,92.8%,0.1%,1.7%,0.3%
543616,Spišský Hrušov,8,SK,96.7%,0.1%,0.0%,0.0%
543624,Spišský Štvrtok,7,SK,92.3%,0.0%,3.3%,0.0%
543632,Stará Voda,8,SK,98.4%,0.0%,0.0%,0.0%
543641,Studenec,7,SK,96.3%,0.0%,0.0%,0.0%
543659,Švedlár,8,SK,83.3%,0.0%,8.8%,0.0%
543667,Teplička,8,SK,90.8%,0.1%,0.7%,0.1%
543675,Torysky - Торискы,7,SK,65.4%,0.0%,0.0%,31.5%
543683,Úhorná,8,SK,69.5%,0.0%,20.6%,0.0%
543691,Uloža,7,SK,96.8%,1.4%,0.0%,0.5%
543705,Veľký Folkmar,8,SK,95.7%,0.1%,0.0%,0.0%
543713,Vítkovce,8,SK,88.6%,0.0%,6.9%,0.0%
543721,Vojkovce,8,SK,93.4%,0.2%,1.9%,0.0%
543730,Sirník,8,SK,78.1%,16.9%,0.4%,0.0%
543748,Slivník,8,SK,97.7%,0.1%,0.0%,0.0%
543756,Slovenské Nové Mesto,8,SK,78.0%,10.2%,7.8%,0.1%
543764,Soľnička - Szolnocska,8,HU,18.2%,79.1%,0.0%,0.0%
543772,Somotor - Szomotor,8,HU,32.0%,64.9%,0.3%,0.0%
543781,Stankovce,8,SK,96.7%,0.0%,0.0%,0.0%
543799,Strážne - Őrös,8,HU,13.3%,81.0%,0.0%,0.2%
543802,Streda nad Bodrogom - Bodrogszerdahely,8,HU,41.5%,51.7%,0.7%,0.1%
543811,Svinice - Szinyér,8,HU,13.9%,86.1%,0.0%,0.0%
543829,Trnávka (TV),8,SK,91.9%,0.0%,6.4%,0.0%
543845,Veľaty,8,SK,93.6%,0.4%,0.2%,0.0%
543853,Veľké Kapušany - Nagykapos,8,HU,32.9%,53.0%,4.4%,0.0%
543861,Veľké Ozorovce,8,SK,92.3%,0.4%,3.3%,0.1%
543870,Veľké Raškovce - Nagyráska,8,HU,26.5%,67.2%,0.0%,0.0%
543888,Veľké Slemence - Nagyszelmenc,8,HU,9.9%,80.6%,3.4%,0.0%
543896,Veľké Trakany - Nagytárkány,8,HU,22.6%,72.7%,0.3%,0.1%
543900,Veľký Horeš - Nagygéres,8,HU,32.9%,61.9%,1.0%,0.0%
543918,Veľký Kamenec - Nagykövesd,8,HU,17.9%,79.4%,0.7%,0.0%
543926,Viničky - Szőlőske,8,HU,42.6%,53.6%,0.0%,0.0%
543934,Višňov,8,SK,97.6%,0.4%,0.0%,0.4%
543942,Vojany - Vaján,8,HU,25.4%,44.2%,20.5%,0.0%
543951,Vojčice,8,SK,94.4%,0.5%,3.2%,0.0%
543969,Vojka - Véke,8,HU,27.0%,62.2%,8.3%,0.0%
543977,Zatín - Zétény,8,HU,23.2%,72.8%,1.2%,0.3%
543985,Zbehňov,8,SK,73.7%,0.0%,24.9%,0.3%
543993,Zemplín - Zemplén,8,HU,35.1%,61.8%,0.8%,0.0%
544001,Zemplínska Nová Ves,8,SK,90.1%,0.3%,0.0%,0.0%
544019,Zemplínska Teplica,8,SK,95.3%,0.2%,1.1%,0.1%
544027,Zemplínske Hradište,8,SK,94.0%,2.9%,0.0%,0.1%
544035,Zemplínske Jastrabie,8,SK,95.3%,0.6%,0.3%,0.5%
544043,Zemplínsky Branč,8,SK,91.9%,0.4%,4.0%,0.0%
544051,Vranov nad Topľou,7,SK,90.3%,0.1%,0.8%,0.4%
544060,Babie,7,SK,96.5%,0.0%,0.0%,0.0%
544078,Banské,7,SK,79.5%,0.1%,17.4%,0.2%
544086,Benkovce,7,SK,97.8%,0.0%,0.5%,0.4%
544094,Bystré,7,SK,95.6%,0.1%,2.4%,0.1%
544108,Cabov,7,SK,98.7%,0.0%,0.0%,0.0%
544116,Čaklov,7,SK,85.8%,0.0%,11.9%,0.2%
544124,Čičava,7,SK,90.1%,0.2%,5.7%,0.0%
544132,Čierne nad Topľou,7,SK,98.5%,0.0%,0.0%,0.1%
544141,Ďapalovce,7,SK,97.5%,0.0%,0.0%,0.7%
544159,Davidov,7,SK,98.8%,0.1%,0.0%,0.1%
544167,Detrík,7,SK,100.0%,0.0%,0.0%,0.0%
544175,Dlhé Klčovo,7,SK,95.7%,0.0%,0.3%,0.0%
544183,Ďurďoš,7,SK,87.5%,0.0%,7.8%,0.0%
544191,Giglovce,7,SK,100.0%,0.0%,0.0%,0.0%
544205,Girovce,7,SK,98.2%,0.0%,0.0%,1.8%
544213,Hanušovce nad Topľou,7,SK,89.4%,0.1%,3.4%,0.2%
544221,Hermanovce nad Topľou,7,SK,96.9%,0.0%,0.1%,0.4%
544230,Hlinné,7,SK,91.7%,0.1%,6.1%,0.0%
545333,Dunajská Lužná,1,SK,86.3%,3.2%,0.1%,0.1%
545350,Hontianske Trsťany,4,SK,98.0%,0.0%,0.0%,0.0%
545589,Cabaj-Čápor,4,SK,91.2%,0.2%,0.1%,0.0%
545635,Horné Lefantovce,4,SK,94.2%,0.8%,0.0%,0.0%
545651,Veľké Držkovce,3,SK,98.2%,0.0%,0.0%,0.0%
545686,Melčice-Lieskové,3,SK,96.4%,0.2%,0.0%,0.1%
545741,Trenčianske Stankovce,3,SK,96.9%,0.1%,0.0%,0.0%
545961,Turčianske Jaseno,5,SK,97.1%,0.0%,0.2%,0.0%
546640,Dolný Lieskov,3,SK,97.6%,0.2%,0.1%,0.0%
546682,Skalka nad Váhom,3,SK,97.6%,0.3%,0.0%,0.0%
547522,Bitarová,5,SK,97.8%,0.1%,0.0%,0.0%
547557,Brezany,5,SK,98.8%,0.2%,0.2%,0.0%
547590,Hričovské Podhradie,5,SK,98.3%,0.0%,0.0%,0.0%
547611,Ovčiarsko,5,SK,98.2%,0.0%,0.0%,0.0%
547620,Paština Závada,5,SK,97.5%,0.0%,0.0%,0.0%
555487,Igram,1,SK,94.9%,0.5%,0.0%,0.2%
555495,Kaplna,1,SK,94.6%,0.7%,0.0%,0.0%
555509,Zálesie (SC),1,SK,94.0%,1.1%,0.0%,0.2%
555517,Bellova Ves,2,SK,78.8%,19.3%,0.0%,0.0%
555541,Dunajský Klátov - Dunatőkés,2,HU,14.0%,83.8%,0.0%,0.0%
555568,Horné Mýto - Felsővámos,2,HU,12.6%,85.2%,0.3%,0.0%
